Year,heating,cooling & ventilation,envelope,lighting,appliances,other
electricity (BTU),2483710000000.0,809360000000.0,0.0,580850000000.0,3934030000000.0,2380650000000.0
coal (BTU),0.0,0.0,0.0,0.0,0.0,0.0
natural gas (BTU),6501810000000.0,0.0,0.0,0.0,1029940000000.0,20210300000.0
petroleum diesel (BTU),465437000000.0,0.0,0.0,0.0,38758500000.0,0.0
heat (BTU),0.0,0.0,0.0,0.0,0.0,0.0
biomass (BTU),201800000000.0,0.0,0.0,0.0,0.0,0.0
kerosene (BTU),0.0,0.0,0.0,0.0,0.0,0.0
heavy or residual fuel oil (BTU),0.0,0.0,0.0,0.0,0.0,0.0
LPG propane or butane (BTU),2954100000000.0,0.0,0.0,0.0,370529000000.0,89514600000.0
hydrogen (BTU),0.0,0.0,0.0,0.0,0.0,0.0
